WWTP,Locality,Code postal
Bettembourg,Bettembourg,3253
Bettembourg,Bettembourg,3254
Bettembourg,Bettembourg,3255
Bettembourg,Bettembourg,3256
Bettembourg,Bettembourg,3257
Bettembourg,Bettembourg,3258
Bettembourg,Bettembourg,3259
Bettembourg,Bettembourg,3260
Bettembourg,Bettembourg,3261
Bettembourg,Bettembourg,3265
Bettembourg,Bettembourg,3266
Bettembourg,Bettembourg,3267
Bettembourg,Bettembourg,3269
Bettembourg,Bettembourg,3270
Bettembourg,Bettembourg,3271
Bettembourg,Bettembourg,3272
Bettembourg,Bettembourg,3273
Bettembourg,Bettembourg,3274
Bettembourg,Bettembourg,3275
Bettembourg,Bettembourg,3276
Bettembourg,Bettembourg,3277
Bettembourg,Bettembourg,3278
Bettembourg,Bettembourg,3279
Bettembourg,Bettembourg,3280
Bettembourg,Bettembourg,3281
Bettembourg,Bettembourg,3282
Bettembourg,Bettembourg,3283
Bettembourg,Bettembourg,3284
Bettembourg,Bettembourg,3285
Bettembourg,Bettembourg,3286
Bettembourg,Bettembourg,3287
Bettembourg,Bettembourg,3288
Bettembourg,Bettembourg,3290
Bettembourg,Bivange,3320
Bettembourg,Bivange,3322
Bettembourg,Bivange,3323
Bettembourg,Bivange,3324
Bettembourg,Crauthem,3326
Bettembourg,Crauthem,3327
Bettembourg,Crauthem,3328
Bettembourg,Crauthem,3329
Bettembourg,Crauthem,3330
Bettembourg,Dudelange,3409
Bettembourg,Dudelange,3410
Bettembourg,Dudelange,3411
Bettembourg,Dudelange,3412
Bettembourg,Dudelange,3413
Bettembourg,Dudelange,3414
Bettembourg,Dudelange,3415
Bettembourg,Dudelange,3416
Bettembourg,Dudelange,3417
Bettembourg,Dudelange,3418
Bettembourg,Dudelange,3419
Bettembourg,Dudelange,3420
Bettembourg,Dudelange,3421
Bettembourg,Dudelange,3422
Bettembourg,Dudelange,3423
Bettembourg,Dudelange,3424
Bettembourg,Dudelange,3425
Bettembourg,Dudelange,3426
Bettembourg,Dudelange,3427
Bettembourg,Dudelange,3428
Bettembourg,Dudelange,3429
Bettembourg,Dudelange,3430
Bettembourg,Dudelange,3431
Bettembourg,Dudelange,3432
Bettembourg,Dudelange,3433
Bettembourg,Dudelange,3435
Bettembourg,Dudelange,3436
Bettembourg,Dudelange,3439
Bettembourg,Dudelange,3440
Bettembourg,Dudelange,3441
Bettembourg,Dudelange,3442
Bettembourg,Dudelange,3443
Bettembourg,Dudelange,3444
Bettembourg,Dudelange,3445
Bettembourg,Dudelange,3446
Bettembourg,Dudelange,3447
Bettembourg,Dudelange,3448
Bettembourg,Dudelange,3449
Bettembourg,Dudelange,3450
Bettembourg,Dudelange,3453
Bettembourg,Dudelange,3454
Bettembourg,Dudelange,3460
Bettembourg,Dudelange,3461
Bettembourg,Dudelange,3462
Bettembourg,Dudelange,3463
Bettembourg,Dudelange,3464
Bettembourg,Dudelange,3465
Bettembourg,Dudelange,3466
Bettembourg,Dudelange,3467
Bettembourg,Dudelange,3468
Bettembourg,Dudelange,3469
Bettembourg,Dudelange,3470
Bettembourg,Dudelange,3471
Bettembourg,Dudelange,3472
Bettembourg,Dudelange,3473
Bettembourg,Dudelange,3474
Bettembourg,Dudelange,3475
Bettembourg,Dudelange,3476
Bettembourg,Dudelange,3480
Bettembourg,Dudelange,3481
Bettembourg,Dudelange,3482
Bettembourg,Dudelange,3483
Bettembourg,Dudelange,3484
Bettembourg,Dudelange,3485
Bettembourg,Dudelange,3486
Bettembourg,Dudelange,3487
Bettembourg,Dudelange,3488
Bettembourg,Dudelange,3489
Bettembourg,Dudelange,3490
Bettembourg,Dudelange,3491
Bettembourg,Dudelange,3492
Bettembourg,Dudelange,3493
Bettembourg,Dudelange,3501
Bettembourg,Dudelange,3502
Bettembourg,Dudelange,3503
Bettembourg,Dudelange,3504
Bettembourg,Dudelange,3505
Bettembourg,Dudelange,3506
Bettembourg,Dudelange,3507
Bettembourg,Dudelange,3508
Bettembourg,Dudelange,3509
Bettembourg,Dudelange,3510
Bettembourg,Dudelange,3511
Bettembourg,Dudelange,3512
Bettembourg,Dudelange,3513
Bettembourg,Dudelange,3514
Bettembourg,Dudelange,3515
Bettembourg,Dudelange,3516
Bettembourg,Dudelange,3517
Bettembourg,Dudelange,3520
Bettembourg,Dudelange,3521
Bettembourg,Dudelange,3522
Bettembourg,Dudelange,3523
Bettembourg,Dudelange,3524
Bettembourg,Dudelange,3525
Bettembourg,Dudelange,3526
Bettembourg,Dudelange,3529
Bettembourg,Dudelange,3530
Bettembourg,Dudelange,3531
Bettembourg,Dudelange,3532
Bettembourg,Dudelange,3539
Bettembourg,Dudelange,3540
Bettembourg,Dudelange,3541
Bettembourg,Dudelange,3542
Bettembourg,Dudelange,3543
Bettembourg,Dudelange,3544
Bettembourg,Dudelange,3545
Bettembourg,Dudelange,3546
Bettembourg,Dudelange,3547
Bettembourg,Dudelange,3548
Bettembourg,Dudelange,3549
Bettembourg,Dudelange,3550
Bettembourg,Dudelange,3552
Bettembourg,Dudelange,3553
Bettembourg,Dudelange,3554
Bettembourg,Dudelange,3555
Bettembourg,Dudelange,3560
Bettembourg,Dudelange,3561
Bettembourg,Dudelange,3562
Bettembourg,Dudelange,3563
Bettembourg,Dudelange,3564
Bettembourg,Dudelange,3565
Bettembourg,Dudelange,3566
Bettembourg,Dudelange,3567
Bettembourg,Dudelange,3568
Bettembourg,Dudelange,3569
Bettembourg,Dudelange,3570
Bettembourg,Dudelange,3572
Bettembourg,Dudelange,3573
Bettembourg,Dudelange,3574
Bettembourg,Dudelange,3575
Bettembourg,Dudelange,3576
Bettembourg,Dudelange,3582
Bettembourg,Dudelange,3583
Bettembourg,Dudelange,3584
Bettembourg,Dudelange,3588
Bettembourg,Dudelange,3589
Bettembourg,Dudelange,3590
Bettembourg,Dudelange,3591
Bettembourg,Dudelange,3592
Bettembourg,Dudelange,3593
Bettembourg,Dudelange,3594
Bettembourg,Dudelange,3595
Bettembourg,Dudelange,3596
Bettembourg,Dudelange,3597
Bettembourg,Dudelange,3598
Bettembourg,Fennange,3332
Bettembourg,Fennange,3340
Bettembourg,Huncherange,3340
Bettembourg,Huncherange,3341
Bettembourg,Kayl,3611
Bettembourg,Kayl,3612
Bettembourg,Kayl,3614
Bettembourg,Kayl,3615
Bettembourg,Kayl,3616
Bettembourg,Kayl,3617
Bettembourg,Kayl,3620
Bettembourg,Kayl,3621
Bettembourg,Kayl,3622
Bettembourg,Kayl,3630
Bettembourg,Kayl,3631
Bettembourg,Kayl,3635
Bettembourg,Kayl,3636
Bettembourg,Kayl,3637
Bettembourg,Kayl,3638
Bettembourg,Kayl,3640
Bettembourg,Kayl,3641
Bettembourg,Kayl,3642
Bettembourg,Kayl,3643
Bettembourg,Kayl,3644
Bettembourg,Kayl,3650
Bettembourg,Kayl,3651
Bettembourg,Kayl,3652
Bettembourg,Kayl,3653
Bettembourg,Kayl,3654
Bettembourg,Kayl,3655
Bettembourg,Kayl,3656
Bettembourg,Kayl,3657
Bettembourg,Kayl,3658
Bettembourg,Kayl,3660
Bettembourg,Kayl,3670
Bettembourg,Kayl,3671
Bettembourg,Kayl,3672
Bettembourg,Kayl,3673
Bettembourg,Kayl,3674
Bettembourg,Kayl,3675
Bettembourg,Kayl,3676
Bettembourg,Kayl,3677
Bettembourg,Kayl,3678
Bettembourg,Kayl,3679
Bettembourg,Kayl,3680
Bettembourg,Kayl,3681
Bettembourg,Kayl,3682
Bettembourg,Kayl,3781
Bettembourg,Kockelscheuer,1896
Bettembourg,Kockelscheuer,1897
Bettembourg,Kockelscheuer,1898
Bettembourg,Kockelscheuer,1899
Bettembourg,Livange,3378
Bettembourg,Livange,3381
Bettembourg,Noertzange,3380
Bettembourg,Noertzange,3382
Bettembourg,Noertzange,3383
Bettembourg,Noertzange,3384
Bettembourg,Noertzange,3385
Bettembourg,Noertzange,3386
Bettembourg,Peppange,3389
Bettembourg,Peppange,3390
Bettembourg,Peppange,3391
Bettembourg,Roeser,3394
Bettembourg,Roeser,3395
Bettembourg,Roeser,3396
Bettembourg,Roeser,3397
Bettembourg,Roeser,3398
Bettembourg,Rumelange,3710
Bettembourg,Rumelange,3711
Bettembourg,Rumelange,3712
Bettembourg,Rumelange,3713
Bettembourg,Rumelange,3714
Bettembourg,Rumelange,3715
Bettembourg,Rumelange,3716
Bettembourg,Rumelange,3717
Bettembourg,Rumelange,3718
Bettembourg,Rumelange,3719
Bettembourg,Rumelange,3720
Bettembourg,Rumelange,3721
Bettembourg,Rumelange,3722
Bettembourg,Rumelange,3723
Bettembourg,Rumelange,3724
Bettembourg,Rumelange,3725
Bettembourg,Rumelange,3726
Bettembourg,Rumelange,3727
Bettembourg,Rumelange,3728
Bettembourg,Rumelange,3729
Bettembourg,Rumelange,3730
Bettembourg,Rumelange,3731
Bettembourg,Rumelange,3732
Bettembourg,Rumelange,3733
Bettembourg,Rumelange,3734
Bettembourg,Rumelange,3735
Bettembourg,Rumelange,3736
Bettembourg,Rumelange,3737
Bettembourg,Rumelange,3738
Bettembourg,Rumelange,3739
Bettembourg,Rumelange,3740
Bettembourg,Rumelange,3741
Bettembourg,Rumelange,3742
Bettembourg,Rumelange,3743
Bettembourg,Rumelange,3744
Bettembourg,Rumelange,3750
Bettembourg,Rumelange,3751
Bettembourg,Rumelange,3752
Bettembourg,Rumelange,3753
Bettembourg,Rumelange,3754
Bettembourg,Rumelange,3755
Bettembourg,Tétange,3761
Bettembourg,Tétange,3762
Bettembourg,Tétange,3763
Bettembourg,Tétange,3764
Bettembourg,Tétange,3765
Bettembourg,Tétange,3766
Bettembourg,Tétange,3767
Bettembourg,Tétange,3768
Bettembourg,Tétange,3770
Bettembourg,Tétange,3771
Bettembourg,Tétange,3772
Bettembourg,Tétange,3773
Bettembourg,Tétange,3774
Bettembourg,Tétange,3775
Bettembourg,Tétange,3776
Bettembourg,Tétange,3780
Bettembourg,Tétange,3781
Bettembourg,Tétange,3782
Bettembourg,Tétange,3784
Bettembourg,Tétange,3786
Bettembourg,Tétange,3787
Bettembourg,Tétange,3788
Bettembourg,Tétange,3789
Bettembourg,Tétange,3790
Bleesbruck,Bastendorf,9350
Bleesbruck,Bastendorf,9351
Bleesbruck,Bastendorf,9359
Bleesbruck,Bettendorf,9352
Bleesbruck,Bettendorf,9353
Bleesbruck,Bettendorf,9354
Bleesbruck,Bettendorf,9355
Bleesbruck,Bettendorf,9356
Bleesbruck,Bettendorf,9357
Bleesbruck,Bettendorf,9359
Bleesbruck,Bissen,7760
Bleesbruck,Bissen,7761
Bleesbruck,Bissen,7762
Bleesbruck,Bissen,7763
Bleesbruck,Bissen,7764
Bleesbruck,Bissen,7765
Bleesbruck,Bissen,7766
Bleesbruck,Bissen,7767
Bleesbruck,Bissen,7768
Bleesbruck,Bissen,7769
Bleesbruck,Bissen,7770
Bleesbruck,Bissen,7771
Bleesbruck,Bissen,7772
Bleesbruck,Bissen,7773
Bleesbruck,Bissen,7774
Bleesbruck,Bissen,7777
Bleesbruck,Bissen,7778
Bleesbruck,Bissen,7779
Bleesbruck,Bissen,7780
Bleesbruck,Bissen,7781
Bleesbruck,Bissen,7782
Bleesbruck,Bissen,7783
Bleesbruck,Bissen,7784
Bleesbruck,Bissen,7785
Bleesbruck,Bissen,7786
Bleesbruck,Bissen,7787
Bleesbruck,Bissen,7788
Bleesbruck,Bissen,7789
Bleesbruck,Bissen,7790
Bleesbruck,Bissen,7791
Bleesbruck,Bissen,7792
Bleesbruck,Bissen,7793
Bleesbruck,Bissen,7794
Bleesbruck,Bissen,7795
Bleesbruck,Bissen,7796
Bleesbruck,Brandenbourg,9360
Bleesbruck,Brandenbourg,9361
Bleesbruck,Brandenbourg,9458
Bleesbruck,Burden,9142
Bleesbruck,Burden,9172
Bleesbruck,Colmar-Berg,7711
Bleesbruck,Colmar-Berg,7712
Bleesbruck,Colmar-Berg,7714
Bleesbruck,Colmar-Berg,7715
Bleesbruck,Colmar-Berg,7716
Bleesbruck,Colmar-Berg,7720
Bleesbruck,Colmar-Berg,7721
Bleesbruck,Colmar-Berg,7722
Bleesbruck,Colmar-Berg,7724
Bleesbruck,Colmar-Berg,7726
Bleesbruck,Colmar-Berg,7727
Bleesbruck,Colmar-Berg,7730
Bleesbruck,Colmar-Berg,7731
Bleesbruck,Colmar-Berg,7732
Bleesbruck,Colmar-Berg,7733
Bleesbruck,Colmar-Berg,7734
Bleesbruck,Colmar-Berg,7735
Bleesbruck,Colmar-Berg,7737
Bleesbruck,Colmar-Berg,7739
Bleesbruck,Colmar-Berg,7740
Bleesbruck,Colmar-Berg,7741
Bleesbruck,Colmar-Pont,7738
Bleesbruck,Cruchten,7420
Bleesbruck,Cruchten,7421
Bleesbruck,Diekirch,9205
Bleesbruck,Diekirch,9206
Bleesbruck,Diekirch,9207
Bleesbruck,Diekirch,9208
Bleesbruck,Diekirch,9209
Bleesbruck,Diekirch,9210
Bleesbruck,Diekirch,9211
Bleesbruck,Diekirch,9212
Bleesbruck,Diekirch,9213
Bleesbruck,Diekirch,9214
Bleesbruck,Diekirch,9215
Bleesbruck,Diekirch,9216
Bleesbruck,Diekirch,9217
Bleesbruck,Diekirch,9218
Bleesbruck,Diekirch,9220
Bleesbruck,Diekirch,9221
Bleesbruck,Diekirch,9224
Bleesbruck,Diekirch,9225
Bleesbruck,Diekirch,9226
Bleesbruck,Diekirch,9227
Bleesbruck,Diekirch,9229
Bleesbruck,Diekirch,9230
Bleesbruck,Diekirch,9231
Bleesbruck,Diekirch,9232
Bleesbruck,Diekirch,9233
Bleesbruck,Diekirch,9234
Bleesbruck,Diekirch,9235
Bleesbruck,Diekirch,9236
Bleesbruck,Diekirch,9237
Bleesbruck,Diekirch,9238
Bleesbruck,Diekirch,9239
Bleesbruck,Diekirch,9240
Bleesbruck,Diekirch,9241
Bleesbruck,Diekirch,9242
Bleesbruck,Diekirch,9243
Bleesbruck,Diekirch,9244
Bleesbruck,Diekirch,9245
Bleesbruck,Diekirch,9250
Bleesbruck,Diekirch,9251
Bleesbruck,Diekirch,9252
Bleesbruck,Diekirch,9253
Bleesbruck,Diekirch,9254
Bleesbruck,Diekirch,9255
Bleesbruck,Diekirch,9256
Bleesbruck,Diekirch,9257
Bleesbruck,Diekirch,9258
Bleesbruck,Diekirch,9259
Bleesbruck,Diekirch,9260
Bleesbruck,Diekirch,9261
Bleesbruck,Diekirch,9262
Bleesbruck,Diekirch,9263
Bleesbruck,Diekirch,9264
Bleesbruck,Diekirch,9265
Bleesbruck,Diekirch,9266
Bleesbruck,Diekirch,9267
Bleesbruck,Diekirch,9268
Bleesbruck,Diekirch,9273
Bleesbruck,Diekirch,9275
Bleesbruck,Diekirch,9276
Bleesbruck,Diekirch,9277
Bleesbruck,Diekirch,9278
Bleesbruck,Diekirch,9279
Bleesbruck,Diekirch,9280
Bleesbruck,Diekirch,9282
Bleesbruck,Diekirch,9283
Bleesbruck,Diekirch,9284
Bleesbruck,Diekirch,9285
Bleesbruck,Diekirch,9286
Bleesbruck,Diekirch,9287
Bleesbruck,Diekirch,9288
Bleesbruck,Diekirch,9289
Bleesbruck,Diekirch,9290
Bleesbruck,Diekirch,9291
Bleesbruck,Diekirch,9292
Bleesbruck,Diekirch,9293
Bleesbruck,Diekirch,9294
Bleesbruck,Diekirch,9370
Bleesbruck,Diekirch,9379
Bleesbruck,Erpeldange-sur-Sûre,9145
Bleesbruck,Erpeldange-sur-Sûre,9146
Bleesbruck,Erpeldange-sur-Sûre,9147
Bleesbruck,Erpeldange-sur-Sûre,9148
Bleesbruck,Erpeldange-sur-Sûre,9172
Bleesbruck,Erpeldange-sur-Sûre,9378
Bleesbruck,Ettelbruck,9010
Bleesbruck,Ettelbruck,9011
Bleesbruck,Ettelbruck,9012
Bleesbruck,Ettelbruck,9013
Bleesbruck,Ettelbruck,9014
Bleesbruck,Ettelbruck,9015
Bleesbruck,Ettelbruck,9016
Bleesbruck,Ettelbruck,9017
Bleesbruck,Ettelbruck,9020
Bleesbruck,Ettelbruck,9021
Bleesbruck,Ettelbruck,9022
Bleesbruck,Ettelbruck,9023
Bleesbruck,Ettelbruck,9024
Bleesbruck,Ettelbruck,9025
Bleesbruck,Ettelbruck,9026
Bleesbruck,Ettelbruck,9027
Bleesbruck,Ettelbruck,9040
Bleesbruck,Ettelbruck,9041
Bleesbruck,Ettelbruck,9042
Bleesbruck,Ettelbruck,9043
Bleesbruck,Ettelbruck,9044
Bleesbruck,Ettelbruck,9045
Bleesbruck,Ettelbruck,9046
Bleesbruck,Ettelbruck,9047
Bleesbruck,Ettelbruck,9048
Bleesbruck,Ettelbruck,9050
Bleesbruck,Ettelbruck,9051
Bleesbruck,Ettelbruck,9052
Bleesbruck,Ettelbruck,9053
Bleesbruck,Ettelbruck,9054
Bleesbruck,Ettelbruck,9055
Bleesbruck,Ettelbruck,9056
Bleesbruck,Ettelbruck,9057
Bleesbruck,Ettelbruck,9060
Bleesbruck,Ettelbruck,9061
Bleesbruck,Ettelbruck,9062
Bleesbruck,Ettelbruck,9063
Bleesbruck,Ettelbruck,9064
Bleesbruck,Ettelbruck,9065
Bleesbruck,Ettelbruck,9066
Bleesbruck,Ettelbruck,9068
Bleesbruck,Ettelbruck,9069
Bleesbruck,Ettelbruck,9070
Bleesbruck,Ettelbruck,9071
Bleesbruck,Ettelbruck,9072
Bleesbruck,Ettelbruck,9079
Bleesbruck,Ettelbruck,9080
Bleesbruck,Ettelbruck,9081
Bleesbruck,Ettelbruck,9082
Bleesbruck,Ettelbruck,9083
Bleesbruck,Ettelbruck,9084
Bleesbruck,Ettelbruck,9085
Bleesbruck,Ettelbruck,9086
Bleesbruck,Ettelbruck,9087
Bleesbruck,Ettelbruck,9088
Bleesbruck,Ettelbruck,9089
Bleesbruck,Ettelbruck,9091
Bleesbruck,Ettelbruck,9092
Bleesbruck,Ettelbruck,9094
Bleesbruck,Ettelbruck,9097
Bleesbruck,Gilsdorf,9221
Bleesbruck,Gilsdorf,9369
Bleesbruck,Gilsdorf,9370
Bleesbruck,Gilsdorf,9371
Bleesbruck,Gilsdorf,9372
Bleesbruck,Gilsdorf,9373
Bleesbruck,Gilsdorf,9374
Bleesbruck,Ingeldorf,9099
Bleesbruck,Ingeldorf,9147
Bleesbruck,Ingeldorf,9160
Bleesbruck,Ingeldorf,9161
Bleesbruck,Landscheid,9457
Bleesbruck,Landscheid,9458
Bleesbruck,Longsdorf,9459
Bleesbruck,Niederglabach,7431
Bleesbruck,Nommern,7465
Bleesbruck,Roost (Bissen),7759
Bleesbruck,Schieren,9115
Bleesbruck,Schieren,9116
Bleesbruck,Schieren,9117
Bleesbruck,Schieren,9118
Bleesbruck,Schieren,9119
Bleesbruck,Schieren,9120
Bleesbruck,Schieren,9121
Bleesbruck,Schieren,9122
Bleesbruck,Schieren,9123
Bleesbruck,Schieren,9124
Bleesbruck,Schieren,9125
Bleesbruck,Schieren,9126
Bleesbruck,Schieren,9127
Bleesbruck,Schieren,9128
Bleesbruck,Schieren,9129
Bleesbruck,Schieren,9130
Bleesbruck,Schieren,9131
Bleesbruck,Schieren,9132
Bleesbruck,Schieren,9133
Bleesbruck,Schieren,9134
Bleesbruck,Schieren,9135
Bleesbruck,Schieren,9136
Bleesbruck,Schieren,9137
Bleesbruck,Schieren,9184
Bleesbruck,Schrondweiler,9184
Bleesbruck,Seltz,9359
Bleesbruck,Tandel,9395
Bleesbruck,Walsdorf,9465
Bleesbruck,Warken,9018
Bleesbruck,Warken,9019
Bleesbruck,Warken,9028
Bleesbruck,Warken,9029
Bleesbruck,Warken,9030
Bleesbruck,Warken,9031
Bleesbruck,Warken,9032
Bleesbruck,Warken,9033
Bleesbruck,Warken,9090
Bleesbruck,Welsdorf,7713
Bleesbruck,Welsdorf,7723
Boevange/Attert,Beckerich,8521
Boevange/Attert,Beckerich,8522
Boevange/Attert,Beckerich,8523
Boevange/Attert,Bettborn,8606
Boevange/Attert,Bettborn,8609
Boevange/Attert,Boevange-sur-Attert,8710
Boevange/Attert,Boevange-sur-Attert,8711
Boevange/Attert,Brouch,7415
Boevange/Attert,Brouch,7416
Boevange/Attert,Brouch,7417
Boevange/Attert,Brouch,7419
Boevange/Attert,Buschdorf,7418
Boevange/Attert,Eltz,8540
Boevange/Attert,Everlange,8715
Boevange/Attert,Grevenknapp,7433
Boevange/Attert,Huttange,8539
Boevange/Attert,Michelbouch,9173
Boevange/Attert,Noerdange,8550
Boevange/Attert,Noerdange,8551
Boevange/Attert,Ospern,8540
Boevange/Attert,Platen,8558
Boevange/Attert,Platen,8611
Boevange/Attert,Platen,8615
Boevange/Attert,Pratz,8612
Boevange/Attert,Pratz,8613
Boevange/Attert,Reimberg,8614
Boevange/Attert,Saeul,7470
Boevange/Attert,Saeul,7471
Boevange/Attert,Useldange,8705
Boevange/Attert,Useldange,8706
Boevange/Attert,Useldange,8707
Boevange/Attert,Useldange,8708
Boevange/Attert,Vichten,9173
Boevange/Attert,Vichten,9188
Boevange/Attert,Vichten,9189
Boevange/Attert,Vichten,9190
Echternach,Berdorf,6550
Echternach,Berdorf,6551
Echternach,Berdorf,6552
Echternach,Berdorf,6553
Echternach,Berdorf,6562
Echternach,Bollendorf-Pont,6555
Echternach,Dillingen,6350
Echternach,Echternach,6409
Echternach,Echternach,6410
Echternach,Echternach,6411
Echternach,Echternach,6412
Echternach,Echternach,6413
Echternach,Echternach,6414
Echternach,Echternach,6415
Echternach,Echternach,6416
Echternach,Echternach,6417
Echternach,Echternach,6418
Echternach,Echternach,6419
Echternach,Echternach,6420
Echternach,Echternach,6421
Echternach,Echternach,6422
Echternach,Echternach,6430
Echternach,Echternach,6431
Echternach,Echternach,6432
Echternach,Echternach,6433
Echternach,Echternach,6434
Echternach,Echternach,6435
Echternach,Echternach,6436
Echternach,Echternach,6437
Echternach,Echternach,6438
Echternach,Echternach,6439
Echternach,Echternach,6440
Echternach,Echternach,6441
Echternach,Echternach,6442
Echternach,Echternach,6443
Echternach,Echternach,6445
Echternach,Echternach,6446
Echternach,Echternach,6447
Echternach,Echternach,6448
Echternach,Echternach,6449
Echternach,Echternach,6450
Echternach,Echternach,6451
Echternach,Echternach,6452
Echternach,Echternach,6453
Echternach,Echternach,6454
Echternach,Echternach,6455
Echternach,Echternach,6460
Echternach,Echternach,6461
Echternach,Echternach,6462
Echternach,Echternach,6463
Echternach,Echternach,6464
Echternach,Echternach,6465
Echternach,Echternach,6466
Echternach,Echternach,6467
Echternach,Echternach,6468
Echternach,Echternach,6469
Echternach,Echternach,6470
Echternach,Echternach,6471
Echternach,Echternach,6472
Echternach,Echternach,6473
Echternach,Echternach,6474
Echternach,Echternach,6475
Echternach,Echternach,6476
Echternach,Echternach,6477
Echternach,Echternach,6478
Echternach,Echternach,6479
Echternach,Echternach,6480
Echternach,Echternach,6481
Echternach,Echternach,6482
Echternach,Echternach,6483
Echternach,Echternach,6484
Echternach,Echternach,6485
Echternach,Echternach,6486
Echternach,Echternach,6488
Echternach,Echternach,6490
Echternach,Echternach,6491
Echternach,Echternach,6492
Echternach,Echternach,6493
Echternach,Echternach,6494
Echternach,Echternach,6495
Echternach,Echternach,6496
Echternach,Echternach,6497
Echternach,Echternach,6499
Echternach,Echternach,6562
Echternach,Echternach,6572
Echternach,Echternacvh,6412
Echternach,Grundhof,6360
Echternach,Grundhof (Berdorf),6360
Echternach,Weilerbach,6590
Grevenmacher,Ahn,5401
Grevenmacher,Grevenmacher,6711
Grevenmacher,Grevenmacher,6712
Grevenmacher,Grevenmacher,6713
Grevenmacher,Grevenmacher,6714
Grevenmacher,Grevenmacher,6715
Grevenmacher,Grevenmacher,6716
Grevenmacher,Grevenmacher,6717
Grevenmacher,Grevenmacher,6718
Grevenmacher,Grevenmacher,6719
Grevenmacher,Grevenmacher,6720
Grevenmacher,Grevenmacher,6722
Grevenmacher,Grevenmacher,6723
Grevenmacher,Grevenmacher,6724
Grevenmacher,Grevenmacher,6725
Grevenmacher,Grevenmacher,6726
Grevenmacher,Grevenmacher,6730
Grevenmacher,Grevenmacher,6731
Grevenmacher,Grevenmacher,6732
Grevenmacher,Grevenmacher,6733
Grevenmacher,Grevenmacher,6734
Grevenmacher,Grevenmacher,6735
Grevenmacher,Grevenmacher,6736
Grevenmacher,Grevenmacher,6737
Grevenmacher,Grevenmacher,6738
Grevenmacher,Grevenmacher,6739
Grevenmacher,Grevenmacher,6740
Grevenmacher,Grevenmacher,6741
Grevenmacher,Grevenmacher,6742
Grevenmacher,Grevenmacher,6743
Grevenmacher,Grevenmacher,6744
Grevenmacher,Grevenmacher,6745
Grevenmacher,Grevenmacher,6750
Grevenmacher,Grevenmacher,6751
Grevenmacher,Grevenmacher,6752
Grevenmacher,Grevenmacher,6753
Grevenmacher,Grevenmacher,6754
Grevenmacher,Grevenmacher,6755
Grevenmacher,Grevenmacher,6756
Grevenmacher,Grevenmacher,6757
Grevenmacher,Grevenmacher,6758
Grevenmacher,Grevenmacher,6759
Grevenmacher,Grevenmacher,6760
Grevenmacher,Grevenmacher,6761
Grevenmacher,Grevenmacher,6762
Grevenmacher,Grevenmacher,6763
Grevenmacher,Grevenmacher,6764
Grevenmacher,Grevenmacher,6765
Grevenmacher,Grevenmacher,6770
Grevenmacher,Grevenmacher,6771
Grevenmacher,Grevenmacher,6772
Grevenmacher,Grevenmacher,6773
Grevenmacher,Grevenmacher,6774
Grevenmacher,Grevenmacher,6775
Grevenmacher,Grevenmacher,6776
Grevenmacher,Grevenmacher,6777
Grevenmacher,Grevenmacher,6778
Grevenmacher,Grevenmacher,6779
Grevenmacher,Grevenmacher,6780
Grevenmacher,Grevenmacher,6781
Grevenmacher,Grevenmacher,6782
Grevenmacher,Grevenmacher,6783
Grevenmacher,Grevenmacher,6784
Grevenmacher,Grevenmacher,6785
Grevenmacher,Grevenmacher,6786
Grevenmacher,Grevenmacher,6790
Grevenmacher,Grevenmacher,6791
Grevenmacher,Grevenmacher,6792
Grevenmacher,Grevenmacher,6793
Grevenmacher,Grevenmacher,6794
Grevenmacher,Grevenmacher,6795
Grevenmacher,Grevenmacher,6796
Grevenmacher,Machtum,6840
Grevenmacher,Machtum,6841
Grevenmacher,Machtum,6842
Grevenmacher,Mertert,6669
Grevenmacher,Mertert,6670
Grevenmacher,Mertert,6671
Grevenmacher,Mertert,6672
Grevenmacher,Mertert,6673
Grevenmacher,Mertert,6674
Grevenmacher,Mertert,6675
Grevenmacher,Mertert,6676
Grevenmacher,Mertert,6677
Grevenmacher,Mertert,6678
Grevenmacher,Mertert,6679
Grevenmacher,Mertert,6680
Grevenmacher,Mertert,6681
Grevenmacher,Mertert,6682
Grevenmacher,Mertert,6683
Grevenmacher,Mertert,6684
Grevenmacher,Mertert,6685
Grevenmacher,Mertert,6686
Grevenmacher,Mertert,6687
Grevenmacher,Mertert,6688
Grevenmacher,Mertert,6693
Hesperange,Alzingen,5815
Hesperange,Alzingen,5818
Hesperange,Alzingen,5819
Hesperange,Alzingen,5824
Hesperange,Alzingen,5829
Hesperange,Alzingen,5830
Hesperange,Alzingen,5833
Hesperange,Alzingen,5835
Hesperange,Alzingen,5836
Hesperange,Alzingen,5844
Hesperange,Alzingen,5854
Hesperange,Alzingen,5863
Hesperange,Alzingen,5865
Hesperange,Alzingen,5868
Hesperange,Alzingen,5869
Hesperange,Alzingen,5870
Hesperange,Alzingen,5871
Hesperange,Alzingen,5872
Hesperange,Alzingen,5873
Hesperange,Alzingen,5875
Hesperange,Alzingen,5886
Hesperange,Alzingen,5887
Hesperange,Alzingen,5888
Hesperange,Alzingen,5890
Hesperange,Alzingen,5892
Hesperange,Alzingen,5894
Hesperange,Alzingen,5895
Hesperange,Alzingen,5896
Hesperange,Fentange,5808
Hesperange,Fentange,5811
